Type,Predicted
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
medicine,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
space,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
christianity,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
guns,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
mideastpolitics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
politics,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
religion,
